"CityName","Locality","CityTownName","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"臺南市","北門區","臺南市北門區","17147",16839,16625,16508,16395,16011,15642,15332,15194,14936,14909,14791,15069,14676,14429,14150,14185,13900,13614,13449,13477,13302,13176,12949,12922,12765,12625,12529,12560,12468,12254,12083,11876,11691,11527,11333,11188,11051,10830
"臺南市","新化區","臺南市新化區","38480",39039,39680,40367,40525,40627,41047,41475,41490,41927,42093,42236,42154,42824,43807,44286,44527,44939,45207,45398,45348,45380,45192,44970,44857,44795,44500,44469,44361,44096,44023,43940,43836,43782,43828,43727,43630,43456,43254
"臺南市","善化區","臺南市善化區","41138",41238,41159,41316,41293,41024,41022,40899,40801,40977,41173,41437,41238,41354,41769,41693,41826,41776,41873,41968,42022,41849,41767,41772,41863,42153,42614,43021,43361,43477,43995,44619,45167,46100,46933,47660,48386,48968,50018
"臺南市","新市區","臺南市新市區","23630",24285,24867,25507,25756,25967,26463,26906,27371,28131,28609,29124,29851,30540,31230,31965,32514,33648,34121,34475,34583,35091,35381,35719,35704,35805,35433,35307,34977,34740,35035,35187,35336,35482,35853,36268,36574,36898,37269
"臺南市","安定區","臺南市安定區","27316",27380,27360,27510,27347,27262,27071,27062,27251,27410,27679,27957,28307,28784,29092,29153,29550,29693,29854,29933,29949,29947,29891,29963,29844,29830,30066,30111,30129,30232,30263,30298,30215,30298,30331,30447,30564,30483,30413
"臺南市","山上區","臺南市山上區","8690",8580,8384,8269,8415,8342,8282,8027,8230,8284,8259,8256,8401,8120,8074,8034,8160,8135,8109,8103,8279,8190,8103,8110,8182,8125,8112,8036,8021,7864,7757,7696,7570,7500,7437,7359,7314,7317,7199
"臺南市","玉井區","臺南市玉井區","20112",19974,19809,19431,19323,19109,18847,18765,18601,18582,18409,18266,18136,17889,17726,17497,17435,17266,17179,17076,16945,16821,16597,16484,16260,16006,15868,15696,15579,15413,15223,15058,14821,14561,14388,14281,14151,13997,13769
"臺南市","楠西區","臺南市楠西區","14100",14021,14007,13982,13986,13829,13587,13382,13152,13121,13030,12892,12778,12673,12624,12440,12418,12258,12082,11932,11835,11638,11477,11295,11242,11149,11024,10871,10794,10663,10445,10272,10186,10116,10032,9898,9717,9537,9319
"臺南市","南化區","臺南市南化區","11192",11221,11204,11039,11030,10783,10563,10281,10096,9880,9729,9769,9702,9962,9842,9874,10089,9777,9594,9513,9563,9307,9148,9031,9057,9061,8982,8980,9009,8925,8840,8814,8894,9001,8893,8838,8787,8724,8583
"臺南市","左鎮區","臺南市左鎮區","8504",8206,7986,7722,7623,7262,6918,6759,6702,6638,6586,6515,6617,6449,6380,6289,6384,6230,6120,6036,6080,5961,5879,5736,5729,5712,5646,5576,5614,5492,5359,5294,5211,5181,5071,4980,4876,4781,4676
"臺南市","仁德區","臺南市仁德區","52677",53349,53749,54589,54854,55732,56354,57254,57558,58644,59716,60587,61265,62983,64282,64505,65243,65298,65789,66182,66172,66245,66682,66834,67433,68107,67838,68481,68947,69343,70232,71270,72444,73099,73887,74637,75518,75878,76094
"臺南市","歸仁區","臺南市歸仁區","41973",43952,48000,50218,52083,53846,54337,53602,54622,56856,57872,59665,60893,57683,59335,60764,61662,62352,63248,63926,63961,64073,64078,64229,64604,65171,65564,65729,65924,65819,66104,66655,67101,67504,67906,68170,68424,68403,68135
"臺南市","關廟區","臺南市關廟區","37531",38085,38268,38946,38991,39175,39029,38945,38829,38987,39170,39211,39055,39127,39308,39248,39158,38900,38791,38618,38386,38348,38100,37882,37531,37307,37036,36715,36380,36026,35593,35353,35105,34865,34719,34601,34433,34353,34202
"臺南市","龍崎區","臺南市龍崎區","6545",6309,6056,5859,6287,5851,5539,5293,5281,5082,4990,4932,5610,5054,4843,4724,4626,4615,4512,4404,4418,4413,4315,4348,4379,4406,4440,4464,4433,4382,4311,4325,4310,4292,4196,4107,4038,3995,3900
"臺南市","永康區","臺南市永康區","81854",86536,90927,97024,103797,107982,114904,122983,129180,136705,141479,147272,155745,166359,173552,179214,184740,189631,193005,197194,198372,200719,202552,204196,206411,208919,210585,212540,214622,216748,220825,224303,226875,228651,230806,232210,233905,234891,235699
"臺南市","東區","臺南市東區","147715",126607,128559,132132,134909,139269,143947,147508,150338,154065,156914,159025,161206,162827,166324,169777,172072,174766,178431,181538,185752,187680,189344,192331,192774,192157,193764,194234,194401,194183,193782,192972,191576,190233,188865,187834,186841,186250,186009
"臺南市","南區","臺南市南區","103777",105960,111344,117168,120239,123660,128430,134181,136911,139623,141562,141970,141560,141707,139763,137746,136162,136051,135063,134371,133241,133036,132345,130676,128598,128225,127750,127390,126571,126173,126129,126018,125611,125691,125738,125768,125394,124824,124696
"臺南市","西區","臺南市西區","55350",58736,57101,54850,53742,52838,53207,53063,54306,52197,51370,50928,50786,48795,47853,46316,46389,45218,44199,43621,43618,43570,43853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"臺南市","北區","臺南市北區","130013",123503,126212,126563,128303,128387,128113,127159,126245,126834,126225,125689,125284,123078,121173,120651,120476,119098,118338,118777,119721,120557,122337,124164,126124,127687,128314,130094,131203,131925,132098,132233,132336,132558,132651,133091,132726,132112,131480
"臺南市","中區","臺南市中區","40824",70449,69931,68191,68179,65829,63934,61744,60784,58737,57065,56140,55067,53406,52400,51070,49083,48185,46705,45476,44414,42943,41587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"臺南市","安南區","臺南市安南區","97998",105817,110402,114206,116356,118408,121468,124666,127535,131473,135016,138569,142217,145340,148577,151437,154738,157947,160884,163291,164557,165790,166867,168418,169946,172344,174309,175630,177116,178119,179987,182749,185412,187775,189620,191196,192224,193438,194228
"臺南市","安平區","臺南市安平區","19062",18862,18524,18504,18160,17907,17828,19301,19566,20322,21389,22309,24350,27505,30721,33957,38891,40567,44440,47576,49543,51505,53295,55264,56177,57626,59275,60613,61740,62602,63593,64348,64589,64898,65380,65813,66496,66775,67119
"臺南市","中西區","臺南市中西區",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84064,83240,81998,81246,80492,80029,79271,78741,78666,78498,77910,77498,76967,77770,78167,78493
"高雄市","鹽埕區","高雄市鹽埕區","43947",42893,42168,41859,41178,40423,39038,37733,36914,36109,35827,35035,34733,34164,33584,33008,33226,32393,31961,31506,31077,30890,30298,29815,29410,29008,28635,28067,27651,27399,26723,26222,25847,25400,25032,24659,24219,24059,23889
"高雄市","鼓山區","高雄市鼓山區","100593",100975,102159,103795,104315,104827,106757,108491,108854,109705,110482,111921,110879,110136,109855,110016,109957,110549,109272,108667,107647,107855,108157,111635,114789,118777,122551,125641,129521,131728,132868,133964,135102,135667,136665,138099,139259,140133,141055
"高雄市","左營區","高雄市左營區","109760",108882,107676,106984,106559,105947,106081,106209,106938,107756,108858,110891,112460,115562,121302,128728,133413,141788,152070,160363,165952,172327,176565,179441,181133,183705,186026,188671,189944,191991,193482,194815,195436,195643,196244,196936,197072,196872,197728
"高雄市","楠梓區","高雄市楠梓區","87674",93498,96874,99816,101981,104019,106135,109849,112461,117717,121472,124512,128304,133100,137549,141330,144094,148179,151274,154073,155449,157067,159279,161814,163815,166101,168728,170416,171906,173053,173969,175798,177579,178532,179931,181845,183751,185687,187999
"高雄市","三民區","高雄市三民區","246136",252778,258368,269125,278327,290384,301977,312141,316449,321291,324352,327828,327590,330921,336803,340732,342105,349108,352936,357024,357536,360832,361305,360363,358124,357862,357096,355927,355097,354022,352159,349710,348488,347619,346169,344888,343243,340913,339269
"高雄市","新興區","高雄市新興區","79090",78888,78888,78263,77590,76695,76102,74386,73578,71480,70322,69342,68278,67854,65720,62978,62430,62199,61175,60738,60653,61188,59862,59486,58711,58067,57373,56704,55744,55287,54345,53749,53170,52534,51955,51431,51153,51032,51014
"高雄市","前金區","高雄市前金區","46677",45805,45485,44692,44488,43217,41663,40838,39523,38755,38435,38134,37094,37225,36462,35691,35021,34973,34081,33474,32870,32597,32001,31309,30766,30325,29965,29774,29208,28859,28446,28250,28038,27832,27388,27151,26991,26831,26879
"高雄市","苓雅區","高雄市苓雅區","193032",198823,201714,206643,210977,216241,219669,220622,220515,219853,220300,219351,216970,215710,212984,208593,203124,204494,202599,201387,199535,199250,196942,193997,191705,189820,188020,186765,185021,183948,181717,179512,177716,175854,174515,172895,171033,169648,168825
"高雄市","前鎮區","高雄市前鎮區","198545",200201,199505,200933,200748,199404,203389,206247,208235,209018,208410,207151,205197,204743,201710,201477,200026,202081,202794,203385,203001,204083,202230,201871,200511,200660,200427,200614,199951,199144,197693,196246,194835,193952,192593,191262,189839,188340,187524
"高雄市","旗津區","高雄市旗津區","36136",35926,35500,35205,34772,34446,33799,33341,33177,34272,34487,34474,34117,33816,33120,32034,32103,31697,31032,30939,30872,30480,30072,29828,30210,30158,30049,29940,29975,29968,29781,29468,29040,28958,29008,28898,28763,28506,28129
"高雄市","小港區","高雄市小港區","85864",89506,93406,97817,101914,104949,108187,112229,117587,120767,123480,127270,129727,133017,136946,139034,140643,144841,146311,149004,149865,152941,152639,153118,151475,150223,151685,153123,153896,154548,154772,155779,156115,156171,156256,157023,157475,157742,157793
"高雄市","鳳山區","高雄市鳳山區","227310",240625,255268,259781,267022,271738,276259,282352,285853,290777,293522,294471,298059,301374,303956,309062,315488,316350,318562,321707,322678,323799,328878,333474,336510,338596,338900,339240,339952,341120,345346,349816,352574,354093,356320,357768,359120,359519,359882
"高雄市","林園區","高雄市林園區","55301",56334,56934,57376,57735,58095,58322,59725,60220,61649,63311,64933,66346,68379,70175,71033,71473,71764,71892,72184,72173,71255,71117,70752,71370,71562,71336,70979,70770,70512,70439,70383,70436,70476,70401,70201,69990,69870,69604
"高雄市","大寮區","高雄市大寮區","82044",83208,83949,85363,86448,86729,87186,88528,90524,93016,96336,101218,105888,107483,110589,112526,114932,115150,115897,115692,115396,114342,114022,110745,109648,109607,109313,109449,109257,108984,109157,109780,110449,111191,111663,112258,112397,112421,112259
"高雄市","大樹區","高雄市大樹區","41859",42341,42664,42669,42670,42627,42704,43090,43143,43576,44172,44618,45690,46040,46340,46972,47420,47167,47137,46927,46588,46085,45802,45576,45245,45128,44871,44585,44230,43955,43609,43429,43418,43190,43161,43067,42757,42390,42142
"高雄市","大社區","高雄市大社區","20267",20788,20999,21527,22373,22794,23502,24391,26355,26379,26737,27922,29134,30162,31161,32269,33323,33139,33186,33118,33613,32580,32489,32307,32501,32621,32692,32843,32808,32941,33296,33766,34097,34455,34566,34615,34577,34604,34410
"高雄市","仁武區","高雄市仁武區","29382",30531,31344,31948,32301,32505,33100,34109,34939,35989,36803,37878,40128,42636,44682,46150,47663,49303,51225,53206,54572,55768,57773,60555,63385,66129,67881,68995,70242,72202,74867,77371,79392,80994,82614,84122,85894,87694,89595
"高雄市","鳥松區","高雄市鳥松區","22231",23412,24128,24820,25202,25439,25743,26792,27762,28328,29051,29990,31222,31956,32821,34240,36366,36713,37207,37863,38718,39080,39730,40129,40582,40982,41314,41730,42135,42595,43191,43696,43781,43735,43965,44265,44291,44469,44960
"高雄市","岡山區","高雄市岡山區","78585",79216,79700,80333,80816,81373,81813,82429,83005,83921,84655,85991,86834,88227,89284,90651,91015,92186,92864,93541,93975,94235,94822,95381,95548,95680,96138,96731,97095,97102,97417,97587,97800,97751,97827,97643,97329,97103,97127
"高雄市","橋頭區","高雄市橋頭區","33991",34585,34983,35543,35704,35517,35453,35759,35897,36286,36376,36591,37194,37562,37955,38085,38873,38281,38136,37996,37780,37721,37392,37174,36975,36874,36653,36439,36284,36415,36809,36962,37010,37198,37317,37448,37579,37650,38254
"高雄市","燕巢區","高雄市燕巢區","30445",30865,31842,31288,33305,32938,32248,31671,32016,32517,32703,32936,33280,33204,33179,33092,33118,32911,32804,32561,32136,31794,31711,31618,31493,31550,31227,31220,31059,30790,30941,30758,30542,30397,30124,29960,29922,29820,29686
"高雄市","田寮區","高雄市田寮區","12674",12357,12053,11746,11470,11013,10773,10502,10364,10216,10164,10166,10831,10015,9888,10030,10120,10041,9823,9622,9715,9501,9238,8979,8878,8721,8576,8441,8325,8214,8012,7852,7732,7680,7473,7340,7245,7159,7043
"高雄市","阿蓮區","高雄市阿蓮區","27226",27435,27910,28226,28481,28634,28776,28970,29080,29418,29666,29885,30172,30429,30691,31013,31140,31327,31350,31595,31446,31414,31361,31248,31080,30940,30907,30698,30613,30383,30225,30033,29795,29566,29319,29093,28844,28658,28489
"高雄市","路竹區","高雄市路竹區","47518",48111,48774,49331,49436,49690,49871,50293,50550,51025,51503,51754,51913,52452,52814,52981,53045,53257,53408,53589,53582,53963,54103,54271,54588,54703,54576,54369,54137,53791,53443,53145,53036,53064,53033,53007,52761,52538,52185
"高雄市","湖內區","高雄市湖內區","25347",25435,25572,25733,25613,25536,25360,25483,25440,25596,25814,25974,25983,26242,26788,27214,27877,28375,28670,28890,28746,28651,28460,28470,28510,28702,28605,28634,28697,28827,28806,29120,29203,29399,29615,29876,29803,29794,29684
"高雄市","茄萣區","高雄市茄萣區","32354",32390,32537,32918,32948,33116,32985,33040,32871,32861,33030,33353,33492,33285,33344,33549,33376,33498,33245,33235,33359,32946,32790,32670,32500,32241,32021,31762,31583,31433,31008,30999,30868,30690,30551,30412,30217,30089,30006
"高雄市","永安區","高雄市永安區","10660",10697,10672,10662,10590,10587,10746,11031,11066,11094,11184,11256,12086,12655,13292,13680,15227,14787,14552,14661,14894,14627,14415,14427,14456,14308,14223,14134,14253,14301,14106,14129,14138,14148,14152,14039,13980,13909,13786
"高雄市","彌陀區","高雄市彌陀區","21580",21481,21522,21730,21821,21563,21282,21289,21198,21412,21512,21694,21885,21981,21906,21876,23005,21906,21784,21762,21762,21575,21518,21262,21157,20998,20830,20714,20613,20433,20217,20123,19920,19854,19655,19555,19383,19252,19049
"高雄市","梓官區","高雄市梓官區","35391",36059,36353,36611,36667,36821,36840,37119,37471,37716,38308,38718,39162,39347,39559,39632,40444,39878,39603,39318,39218,39124,38669,38435,38052,37582,37218,36976,36867,36726,36559,36519,36381,36384,36429,36252,36116,35940,35750
"高雄市","旗山區","高雄市旗山區","51711",51500,51137,50587,49803,48706,47538,47388,47031,47025,46901,47039,46786,46239,45983,45521,45457,44807,44176,43880,43528,43116,42788,42358,41787,41404,41054,40720,40368,39873,39423,39038,38563,38100,37770,37342,36940,36652,36313
"高雄市","美濃區","高雄市美濃區","54713",54149,53690,53171,52374,51931,51026,50768,50555,50669,50668,50552,50394,50006,49408,48797,48216,47662,47160,46558,46246,45961,45538,45187,44846,44506,44130,43710,43444,42993,42658,42157,41668,41258,40810,40399,39973,39589,39074
"高雄市","六龜區","高雄市六龜區","20786",20446,20131,19864,19682,19293,18879,18687,18438,18492,18478,18452,18626,18703,18843,18417,18157,17884,17574,17208,17081,16824,16548,16310,16115,15837,15660,15455,15354,14833,14421,14203,13943,13663,13467,13217,13016,12939,12633
"高雄市","甲仙區","高雄市甲仙區","10381",10144,10240,10055,9935,9781,9644,9473,9481,9427,9377,9253,9252,9209,9253,9208,9110,9035,8920,8873,9005,8780,8639,8491,8575,8387,8222,8102,7616,7228,6981,6625,6444,6420,6291,6214,6107,6026,5943
"高雄市","杉林區","高雄市杉林區","16492",16121,15936,15672,15274,14924,14581,14298,14099,13968,13983,13947,14192,13971,13756,13757,13852,13379,13129,12910,12676,12448,12151,11941,11790,11589,11390,11186,11102,11842,12136,12577,12587,12531,12383,12201,12038,11795,11681
"高雄市","內門區","高雄市內門區","20642",20395,20223,19988,19743,19488,19142,18798,18711,18623,18638,18578,18656,18574,18713,18718,18480,18383,18226,17986,17870,17665,17462,17179,16914,16751,16550,16308,16085,15951,15662,15510,15351,15178,14978,14743,14540,14437,14195
"高雄市","茂林區","高雄市茂林區","1558",1544,1543,1561,1586,1590,1595,1642,1651,1615,1589,1635,1673,1645,1659,1660,1862,1761,1745,1723,1907,1849,1781,1757,1785,1767,1756,1776,1850,1874,1834,1839,1832,1915,1890,1896,1924,1994,1937
"高雄市","桃源區","高雄市桃源區","4878",4929,4889,4915,4958,4929,4896,4854,4852,4839,4787,4805,4887,4809,4781,4831,4857,4838,4781,4752,4895,4900,4864,4846,4981,4818,4787,4747,4777,4817,4700,4559,4406,4296,4239,4220,4246,4311,4261
"高雄市","那瑪夏區","高雄市那瑪夏區","2737",2731,2732,2778,2804,2840,2881,2849,2797,2829,2885,2969,3033,3050,3092,3164,3264,3290,3296,3350,3399,3392,3408,3383,3566,3491,3483,3469,3457,3401,3252,3170,3145,3204,3149,3131,3125,3148,3146
"宜蘭縣","宜蘭市","宜蘭縣宜蘭市","82644",83330,83829,84681,84929,85234,85653,86301,86861,88039,88710,89059,89649,91133,92313,92542,92038,92013,91908,91951,92097,92768,93623,94188,94606,95383,96094,95874,95831,95568,95521,96016,95985,95885,96051,95907,95918,95732,95562
"宜蘭縣","羅東鎮","宜蘭縣羅東鎮","58086",59027,60405,61650,62650,62919,63915,64591,64900,65218,65456,65590,65678,66460,66921,67569,68075,68480,69193,69777,70258,70775,72020,73196,73629,74018,74173,73722,73038,72958,72860,72468,72352,72533,72404,72485,72319,72433,71898
"宜蘭縣","蘇澳鎮","宜蘭縣蘇澳鎮","55599",55080,54700,54379,54044,53433,52611,51959,51688,51256,51376,51189,50927,50357,49584,48834,48545,48023,47239,46779,46469,45869,45273,44487,43895,43219,42915,43665,43305,42986,42417,41855,41382,41018,40726,40493,40056,39682,39155
"宜蘭縣","頭城鎮","宜蘭縣頭城鎮","35058",35248,35322,35476,35306,35187,35157,35026,34726,34629,34669,34507,34692,34625,34391,34120,33624,33632,33340,33337,33113,33062,32817,32577,32188,31924,31610,31300,31161,30899,30556,30304,30043,29890,29798,29666,29398,29133,28985
"宜蘭縣","礁溪鄉","宜蘭縣礁溪鄉","37802",37950,37963,37902,37715,37541,37363,37335,37269,37630,37879,38219,38944,38890,38771,38519,38760,38514,38382,38187,38133,37685,37267,37032,36625,36059,35900,35940,35895,35876,35924,36010,35998,35945,35838,35948,35777,35619,35417
"宜蘭縣","壯圍鄉","宜蘭縣壯圍鄉","24548",24690,24783,24735,24586,24396,24220,23993,24205,24105,24404,24727,25839,25743,25758,26049,27273,26263,26266,26451,27136,26355,26137,25992,25878,25457,25271,25072,25109,25004,24674,24551,24468,24492,24258,24236,24250,24302,24424
"宜蘭縣","員山鄉","宜蘭縣員山鄉","32258",32223,31835,32023,31913,31830,31559,31059,30939,31211,31435,31921,32257,32771,32953,33080,33819,33919,33971,33932,34153,33566,33254,32833,32711,32506,32345,32213,32378,32347,32304,32106,32159,32377,32277,32376,32458,32281,32284
"宜蘭縣","冬山鄉","宜蘭縣冬山鄉","47286",47692,47462,47491,47662,47403,47132,47947,48271,49083,49581,50223,51069,51430,51645,51772,51828,51926,51723,51739,51313,51382,50988,50754,50907,51161,51391,51722,52330,52635,52975,53363,53731,53482,53634,53327,53289,52880,53103
"宜蘭縣","五結鄉","宜蘭縣五結鄉","36218",36178,35992,36303,36301,36101,35994,36001,36310,36669,36834,37220,37513,37995,38420,38406,38233,38827,39123,39393,39034,38897,38468,38047,37702,37686,37821,38469,38797,38850,38772,38999,39230,39378,39559,39657,39673,39543,39959
"宜蘭縣","三星鄉","宜蘭縣三星鄉","24463",24256,24013,23806,23568,23266,22821,22446,22395,22283,22401,22984,24278,23315,22727,22602,22778,22479,22333,22142,22265,21999,21734,21530,21712,21295,21203,21268,21710,21362,21203,21122,21191,21503,21441,21422,21467,21359,21278
"宜蘭縣","大同鄉","宜蘭縣大同鄉","6001",5899,5855,5807,5675,5604,5509,5438,5325,5253,5313,5450,5580,5612,5644,5648,5708,5687,5699,5684,5901,5842,5788,5772,5812,5802,5830,5815,6004,5987,5931,5915,6005,6127,6080,6083,6102,6242,6143
"宜蘭縣","南澳鄉","宜蘭縣南澳鄉","5509",5532,5548,5580,5632,5504,5533,5547,5541,5567,5707,5768,6083,6028,5916,5979,5922,5864,5827,5814,5927,5907,5916,5878,5921,5916,5845,5842,6067,6014,5924,5886,5912,6147,6051,5938,5900,6015,5970
"新竹縣","竹北市","新竹縣竹北市","57119",58080,58725,59313,59742,60920,61798,63165,64241,65492,67178,68955,71328,74461,77003,79431,82579,85357,87998,90145,92814,95896,100096,105651,112175,119720,126255,132136,137861,141852,146826,152617,158849,165118,170790,176604,181955,187336,194516
"新竹縣","關西鎮","新竹縣關西鎮","37296",36691,36107,35439,35207,34502,33884,33421,33226,33121,33227,33235,33148,33055,32813,32706,32357,32387,32299,32460,32704,32849,32887,32759,32896,32713,32673,32451,32431,31775,31553,31239,30919,30751,29936,29408,28896,28537,28055
"新竹縣","新埔鎮","新竹縣新埔鎮","35508",35544,35735,35701,35852,35832,35705,35707,35806,36082,36261,36598,36778,36736,36839,36872,36781,36618,36708,36669,36677,36591,36529,36378,36291,36242,36102,36085,36012,35495,35240,34960,34674,34427,34111,33737,33415,33104,32798
"新竹縣","竹東鎮","新竹縣竹東鎮","70630",71522,71992,72663,73225,73573,74053,74895,75078,75858,76632,77789,79043,80644,81552,82912,84408,85472,86595,88062,89347,91272,92743,93993,94789,95824,96546,97086,97089,96751,96421,96594,96326,96059,96311,96817,96918,96380,97127
"新竹縣","湖口鄉","新竹縣湖口鄉","47088",48038,48675,49376,49700,50353,50654,51116,51921,52915,54078,55515,57220,59122,61223,62349,63428,64604,65932,67511,68421,69728,70535,71420,72363,73418,74214,75066,75546,75408,75921,76501,76753,77210,77280,77524,77444,77668,77908
"新竹縣","橫山鄉","新竹縣橫山鄉","19310",18980,18643,18099,17811,17328,16853,16559,16190,16068,15922,15859,15871,15772,15759,15559,15428,15373,15206,15007,15086,14952,14866,14778,14864,14797,14635,14590,14772,14368,14200,14013,13912,13810,13515,13298,13064,12942,12789
"新竹縣","新豐鄉","新竹縣新豐鄉","31975",32347,32839,33334,33619,33968,34255,34796,35536,36351,37187,38192,39036,40088,41056,42391,43673,44559,45529,46293,46972,47364,47954,48823,50311,51029,51664,52334,52761,53288,53610,54427,55386,55826,56125,56452,56836,56980,57292
"新竹縣","芎林鄉","新竹縣芎林鄉","18409",18250,18264,18226,18127,17964,17912,17822,17874,17897,17824,18082,18244,18615,19014,19391,19561,19908,20370,20744,20897,20795,20662,20551,20615,20744,20778,20879,20963,20778,20519,20354,20256,20301,20284,20165,20061,20025,19934
"新竹縣","寶山鄉","新竹縣寶山鄉","11900",11452,11209,10798,10656,10579,10293,10049,10145,10079,10172,10401,10866,11498,12238,12507,12790,13202,12985,12951,13063,13099,13146,13300,13554,13807,13788,13748,13998,14078,14106,14085,14103,14365,14325,14378,14550,14647,14626
"新竹縣","北埔鄉","新竹縣北埔鄉","11709",11643,11563,11415,11219,11073,10778,10642,10650,10676,10758,10754,11065,10850,10778,10690,10634,10648,10595,10577,10608,10554,10525,10531,10572,10456,10341,10262,10289,10119,9994,9883,9838,9784,9691,9531,9390,9335,9178
"新竹縣","峨眉鄉","新竹縣峨眉鄉","7978",7815,7651,7495,7416,7333,7120,6995,7045,6948,7102,7090,7023,6852,6763,6651,6673,6569,6511,6392,6406,6363,6344,6233,6260,6187,6154,6062,6133,5999,5904,5831,5764,5744,5642,5593,5538,5587,5479
"新竹縣","尖石鄉","新竹縣尖石鄉","9120",9118,9135,9041,8928,8701,8476,8331,8307,8327,8319,8432,8446,8475,8551,8499,8457,8375,8224,8162,8350,8351,8274,8220,8334,8204,8207,8161,8351,8439,8731,8964,9167,9506,9417,9412,9543,9695,9638
"新竹縣","五峰鄉","新竹縣五峰鄉","5366",5384,5299,5184,5064,4893,4829,4730,4734,4678,4783,4766,4962,5020,4988,4974,4952,4908,4815,4740,4955,4865,4726,4609,4653,4551,4464,4413,4676,4665,4616,4525,4539,4729,4615,4562,4559,4774,4593
"苗栗縣","苗栗市","苗栗縣苗栗市","82114",82966,83238,84182,84994,85633,86308,87016,87474,88363,88907,89043,89309,89565,89719,89806,89989,90041,90403,90877,91059,90977,91226,91109,90747,90828,91082,91136,90826,90703,90900,91007,91109,90963,90469,89892,89165,88216,87976
"苗栗縣","頭份市","苗栗縣頭份市","68195",69601,70776,71955,72840,73535,74426,75870,76916,78417,79629,80458,81314,82632,83622,84833,86062,86845,87935,88924,89384,90168,91102,92218,92925,93757,94525,95687,96261,97150,98377,99993,101527,102654,103239,103157,103147,103081,103701
"苗栗縣","苑裡鎮","苗栗縣苑裡鎮","49470",49529,49440,49481,49346,48971,48792,48595,48583,48455,48598,48748,48662,48820,49184,49311,49415,49430,49485,49463,49437,49474,49340,49329,49178,49024,49071,49034,49016,48645,48506,48452,48493,48589,47849,47040,45976,45211,44848
"苗栗縣","通霄鎮","苗栗縣通霄鎮","44692",44910,44780,44608,44510,44081,43794,43605,43526,43535,43533,43581,43385,43250,43063,42748,42384,41957,41782,41347,41249,41046,40720,40336,39990,39581,39218,38773,38535,37977,37614,37449,37155,36941,36172,35433,34691,33992,33471
"苗栗縣","竹南鎮","苗栗縣竹南鎮","55610",56691,57266,58200,59057,59794,60467,61094,61293,61920,62792,63838,64781,65308,66132,66718,67304,68158,68789,69504,70541,71135,71810,72395,73074,74233,75246,76323,77344,78420,79656,80864,82351,83622,84469,85010,85587,86130,86565
"苗栗縣","後龍鎮","苗栗縣後龍鎮","46486",46322,46166,46120,45910,45328,44782,44518,44336,44122,44023,43946,44040,44102,44150,43870,43708,43248,42856,42613,42284,42074,41948,41637,41259,40701,40460,40127,39822,39389,38986,38777,38439,38360,37837,37251,36750,36257,35675
"苗栗縣","卓蘭鎮","苗栗縣卓蘭鎮","20583",20803,20994,20998,21085,21147,20913,20882,20822,20670,20658,20687,20651,20598,20608,20324,20134,20067,19831,19665,19589,19451,19300,19137,18879,18681,18536,18391,18497,18446,18417,18480,18460,18353,18057,17612,17134,16732,16448
"苗栗縣","大湖鄉","苗栗縣大湖鄉","21865",21682,21538,21232,21103,20799,19969,19732,19474,19439,19187,18975,18977,18853,18696,18436,18067,17902,17680,17312,17120,17039,16947,16834,16667,16431,16218,16165,16186,16052,15899,15798,15694,15549,15276,15070,14738,14482,14194
"苗栗縣","公館鄉","苗栗縣公館鄉","33074",33146,33142,33349,33103,32984,32859,32793,32814,32756,33182,33515,33983,34268,34676,34702,34614,34625,34559,34773,34875,34884,34753,34635,34518,34577,34647,34744,34813,34745,34847,34932,34790,34847,34536,34210,33773,33261,32754
"苗栗縣","銅鑼鄉","苗栗縣銅鑼鄉","22218",21950,21837,21755,21481,20982,20788,20490,20432,20533,20846,20987,21026,21040,20953,21042,21256,21000,20980,20829,20692,20603,20639,20501,20265,20086,19885,19597,19633,19401,19332,19178,19036,18909,18710,18465,18138,17871,17588
"苗栗縣","南庄鄉","苗栗縣南庄鄉","19486",19010,18449,17843,17227,16659,15904,15334,14854,14545,14376,14327,14073,13897,13642,13324,13048,12816,12532,12247,12239,12102,11911,11807,11695,11628,11449,11301,11318,11117,11010,10863,10742,10674,10577,10391,10176,10042,9813
"苗栗縣","頭屋鄉","苗栗縣頭屋鄉","12749",12837,12937,12853,12854,12756,12683,12731,12737,12704,12721,12790,12936,12799,12764,12650,12646,12677,12504,12366,12293,12294,12209,12105,12092,12025,11906,11678,11702,11605,11513,11454,11408,11377,11236,11102,10840,10667,10455
"苗栗縣","三義鄉","苗栗縣三義鄉","17175",17339,17412,17494,17610,17554,17506,17528,17483,17526,17707,17910,17995,18151,18298,18279,18250,18179,18099,18020,18071,18092,17956,17936,17990,17883,17687,17643,17713,17548,17487,17495,17411,17235,17020,16813,16530,16204,15970
